run_id,scenario,window_start,window_end,window_duration_s,TcPacketRate,MidPacketRate,HnaPacketRate,TcBytesPerSecond,MidBytesPerSecond,HnaBytesPerSecond,DataPacketRate,DataBytesPerSecond,PerNodeTcRateStd,PerNodeTcBytesStd,PerNodeTcBytesGini,TcMessageSizeMean,TcMessageSizeStd,TcMessageSizeP95,TcMessageSizeMax,AdvertisedLinksPerTcMean,AdvertisedLinksPerTcStd,AdvertisedLinksPerTcP95,AdvertisedLinksPerTcMax,TcAnsnIncrementMean,TcAnsnSkipCount,NumDistinctTcSenderNodesPerWindow,TcMessageContentEntropy,TcVtimeMean,TcVtimeStd,NumDistinctAddressesInTcAdvertisements,NumDistinctTcSenderAddresses,NumPhantomAddresses,NumAsymmetricAdvertisements,NumEphemeralAddresses,MprSelectorCountPerTcMean,MprSelectorCountPerTcStd,NumberOfMprChurnEvents,NumDistinctMprSetsObserved,ObservedHopCountMean,ObservedHopCountStd,ObservedHopCountMax,NumPathChangesPerFlow,NumDistinctNextHopsPerSource,RtsRateLocal,CtsRateLocal,AckRateLocal,Layer2RetransmissionRate,ChannelBusyTimeFraction,AckDelayMean,AckDelayStd,InterFrameSpacingMean,PacketsDeliveredCount,PacketsSentCount,EndToEndLatencyMean,EndToEndLatencyStd,JitterMean,ThroughputBitsPerSecond,TcInterArrivalMean,TcInterArrivalStd,TcInterArrivalP95,TcBurstinessHurst,ControlMessageInterArrivalSkew,ControlMessageInterArrivalKurtosis,TcSenderAddressEntropy,TcAdvertisedAddressEntropy,PacketSizeDistributionSkew,PacketSizeDistributionKurtosis,TcPayloadByteDistributionEntropy,AdvertisedAverageDegree,AdvertisedDegreeStd,AdvertisedDegreeSkew,AdvertisedDegreeKurtosis,NumberOfDegreeOneNodes,AdvertisedClusteringCoefficient,NumberOfTrianglesInAdvertisedGraph,AdvertisedConnectivityComponents,AdvertisedDiameter,AdvertisedRadius,AdvertisedGraphDensity,BetweennessCentralityMean,BetweennessCentralityStd,BetweennessCentralityMax,ClosenessCentralityMean,ClosenessCentralityStd,EdgePersistenceMean,EdgeEmergenceWithinWindowRate,EdgeChurnWithinWindowRate,NumberOfHexagonalCycles,NumberOfShortCycles,AdvertisedSpectralRadius
100000004,baseline,120.000000,160.000000,40.000000,136.175000,0.000000,0.000000,4301.900000,0.000000,0.000000,0.450000,243.000000,0.265571,34.136384,0.146624,31.590968,7.737200,48.000000,52.000000,3.897742,1.934300,8.000000,9.000000,0.000000,0,33,5.041303,15.000000,0.000000,50,33,16,58,0,3.897742,1.934300,0,33,6.000000,0.000000,6.000000,0.000000,1.000000,2.875000,2.850000,2.850000,0.000000,0.012214,0.000714,0.000000,0.032377,18,18,0.027919,0.012146,0.004463,1944.000000,0.219835,0.738640,0.365328,0.241727,27.744931,792.092867,5.041303,5.482243,15.658560,260.297291,5.482243,3.720000,2.010373,0.696223,0.535358,8,0.161810,24,1,10,6,0.075918,76.280000,72.239033,265.647603,0.254408,0.051265,36.153869,0.000000,0.000000,238,201,5.236569
100000004,defense_only,220.000000,260.000000,40.000000,142.025000,0.000000,0.000000,4480.600000,0.000000,0.000000,0.450000,243.000000,0.234126,34.142216,0.142630,31.547967,7.675783,48.000000,52.000000,3.886992,1.918946,8.000000,9.000000,0.000000,0,33,5.042241,15.000000,0.000000,50,33,16,58,0,3.886992,1.918946,0,33,6.000000,0.000000,6.000000,0.000000,1.000000,2.775000,2.725000,2.700000,0.001241,0.004597,0.000622,0.000000,0.033340,18,18,0.011269,0.003106,0.001470,1944.000000,0.211474,0.738787,0.337010,0.237506,27.748227,788.463215,5.042241,5.494672,15.952672,270.704400,5.494672,3.720000,2.010373,0.696223,0.535358,8,0.161810,24,1,10,6,0.075918,76.280000,72.239033,265.647603,0.254408,0.051265,36.218457,0.000000,0.000000,238,201,5.236569
100000004,defense_vs_attack,320.000000,360.000000,40.000000,139.900000,0.000000,0.000000,4526.600000,0.000000,0.000000,0.450000,243.000000,0.210252,41.544350,0.164967,32.355969,9.266707,52.000000,60.000000,4.088992,2.316677,9.000000,11.000000,0.252022,8,33,5.042610,15.000000,0.000000,50,33,16,66,0,4.088992,2.316677,0,33,6.000000,0.000000,6.000000,0.000000,1.000000,2.750000,2.700000,2.700000,0.000000,0.010687,0.000621,0.000000,0.033042,18,18,0.022509,0.008120,0.002470,1944.000000,0.216598,0.740422,0.424248,0.234133,27.681260,789.730225,5.042610,5.483600,15.167517,251.319119,5.483600,4.000000,2.340940,1.019617,1.346262,8,0.223006,39,1,9,5,0.081633,72.200000,79.826937,342.252841,0.265093,0.053459,36.552442,0.000000,0.000000,488,365,5.993141
100000004,attack_only,420.000000,460.000000,40.000000,141.425000,0.000000,0.000000,4595.400000,0.000000,0.000000,0.450000,243.000000,0.256508,44.205005,0.174208,32.493548,9.269577,52.000000,60.000000,4.123387,2.317394,9.000000,11.000000,0.248933,7,33,5.041772,15.000000,0.000000,50,33,16,66,0,4.123387,2.317394,0,33,6.000000,0.000000,6.000000,0.000000,1.000000,2.725000,2.725000,2.700000,0.001202,0.005845,0.000622,0.000000,0.032644,18,18,0.013681,0.003617,0.001179,1944.000000,0.213013,0.721426,0.384818,0.233854,27.834908,805.256605,5.041772,5.478277,15.224338,253.518629,5.478277,4.000000,2.340940,1.019617,1.346262,8,0.223006,39,1,9,5,0.081633,72.200000,79.826937,342.252841,0.265093,0.053459,36.343915,0.000000,0.000000,488,365,5.993141
100000010,attack_only,120.000000,160.000000,40.000000,62.675000,0.000000,0.000000,2316.100000,0.000000,0.000000,0.450000,243.000000,0.226744,31.334937,0.171480,36.954128,11.291505,56.000000,60.000000,5.238532,2.822876,10.000000,11.000000,0.563607,7,23,4.518467,15.000000,0.000000,50,23,26,79,0,5.238532,2.822876,0,23,7.000000,0.000000,7.000000,0.000000,1.000000,3.400000,3.375000,3.325000,0.001808,0.014593,0.000714,0.000000,0.039390,18,18,0.033222,0.013956,0.004785,1944.000000,0.335443,0.948482,3.509316,0.265456,18.557368,353.065288,4.518467,5.486722,10.569116,117.639377,5.486722,4.000000,2.828427,1.118996,0.488750,9,0.318457,43,1,9,5,0.081633,69.820000,99.956829,367.062185,0.271271,0.053493,36.216637,0.000000,0.000000,632,421,6.035461
100000010,baseline,220.000000,260.000000,40.000000,64.225000,0.000000,0.000000,2332.700000,0.000000,0.000000,0.450000,243.000000,0.260793,32.257361,0.176947,36.320747,11.229024,56.000000,60.000000,5.080187,2.807256,10.000000,11.000000,0.002357,2,23,4.540527,15.000000,0.000000,50,23,26,74,0,5.080187,2.807256,2,24,7.000000,0.000000,7.000000,0.000000,1.000000,3.250000,3.175000,3.150000,0.000000,0.005440,0.000621,0.000000,0.039996,18,18,0.013509,0.003133,0.001328,1944.000000,0.327473,0.908343,3.396425,0.224164,18.416598,354.568851,4.516829,5.508479,10.691080,120.469636,5.508479,3.840000,2.685964,1.235808,0.796859,9,0.306498,33,1,9,5,0.078367,70.460000,101.033807,366.802109,0.269390,0.052958,35.950982,0.025000,0.000000,357,270,5.502308
100000010,defense_only,320.000000,360.000000,40.000000,63.800000,0.000000,0.000000,2306.700000,0.000000,0.000000,0.450000,243.000000,0.195670,29.956982,0.165409,36.155172,11.119516,56.000000,60.000000,5.038793,2.779879,10.000000,11.000000,0.000791,1,23,4.519923,15.000000,0.000000,50,23,26,73,0,5.038793,2.779879,0,23,7.000000,0.000000,7.000000,0.000000,1.000000,3.275000,3.175000,3.150000,0.001776,0.012241,0.000621,0.000000,0.040062,18,18,0.026076,0.009527,0.002867,1944.000000,0.326758,0.942933,3.534666,0.248707,18.506685,349.786919,4.519923,5.501432,10.684623,120.081115,5.501432,3.800000,2.675818,1.266464,0.903030,9,0.299196,32,1,9,5,0.077551,70.620000,101.093166,371.640204,0.268806,0.052601,36.007149,0.000000,0.000000,329,259,5.454620
100000010,defense_vs_attack,420.000000,460.000000,40.000000,64.550000,0.000000,0.000000,2387.500000,0.000000,0.000000,0.450000,243.000000,0.140112,31.834552,0.169801,36.986832,11.330086,56.000000,60.000000,5.246708,2.832522,10.000000,11.000000,0.547089,7,23,4.521757,15.000000,0.000000,50,23,26,79,0,5.246708,2.832522,0,23,7.000000,0.000000,7.000000,0.000000,1.000000,3.375000,3.150000,3.150000,0.000000,0.007251,0.000621,0.000000,0.040617,18,18,0.017078,0.005281,0.000953,1944.000000,0.327820,0.885628,3.322012,0.224298,18.615365,355.127488,4.521757,5.482909,10.689129,120.671536,5.482909,4.000000,2.828427,1.118996,0.488750,9,0.318457,43,1,9,5,0.081633,69.820000,99.956829,367.062185,0.271271,0.053493,36.588513,0.000000,0.000000,632,421,6.035461
100000018,defense_vs_attack,120.000000,160.000000,40.000000,90.200000,0.000000,0.000000,3248.600000,0.000000,0.000000,0.450000,243.000000,0.453361,41.342212,0.178723,36.015521,9.605972,52.000000,56.000000,5.003880,2.401493,9.000000,10.000000,0.394362,11,25,4.793405,15.000000,0.000000,50,25,25,71,0,5.003880,2.401493,6,31,7.000000,0.000000,7.000000,0.000000,1.000000,1.550000,1.500000,1.500000,0.001672,0.006877,0.000715,0.000000,0.048594,2,18,0.066961,0.031185,0.062370,216.000000,0.248367,0.814511,0.469608,0.237532,21.623702,479.823776,4.629565,5.538910,12.664669,170.184902,5.538910,3.920000,2.488694,1.033281,-0.077769,3,0.447667,41,1,9,5,0.080000,68.900000,94.618477,401.549384,0.270649,0.048275,35.092187,0.075000,0.025000,253,277,5.515012
100000018,attack_only,220.000000,260.000000,40.000000,89.900000,0.000000,0.000000,3261.200000,0.000000,0.000000,0.450000,243.000000,0.124931,38.153513,0.158538,36.275862,9.702791,52.000000,56.000000,5.068966,2.425698,9.000000,10.000000,0.391937,7,24,4.584164,15.000000,0.000000,50,24,26,67,0,5.068966,2.425698,0,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.900000,0.900000,0.900000,0.000000,0.002793,0.000000,0.000000,0.057109,0,18,0.000000,0.000000,0.000000,0.000000,0.242580,0.785262,0.431849,0.230732,22.293486,509.233520,4.584164,5.534214,12.620804,169.184586,5.534214,3.760000,2.534245,1.095971,0.031999,5,0.398921,35,1,9,5,0.076735,68.980000,95.943084,401.004940,0.270380,0.048142,36.142671,0.000000,0.000000,243,247,5.469492
