seed,run_id,mobility,status,rejection_reason,rejected_at_s,probe_captured,avg_neighbor_count,std_neighbor_count,min_neighbor_count,max_neighbor_count,avg_two_hop_count,std_two_hop_count,avg_routing_table_size,std_routing_table_size,fully_converged_nodes,node1_is_neighbor_of_node0,avg_min_euclidean_dist
1,1,0,rejected,assert_connectivity,60.000000,1,6.240000,3.095545,0.000000,12.000000,8.400000,4.779121,47.040000,6.720000,0,0,60.286439
2,2,0,accepted,none,0.000000,1,5.920000,2.207623,1.000000,10.000000,8.520000,3.971096,49.000000,0.000000,50,0,70.998375
3,3,0,rejected,assert_connectivity,60.000000,1,5.400000,2.244994,1.000000,11.000000,6.520000,3.232584,45.160000,9.014122,0,0,70.479147
4,4,0,rejected,assert_connectivity,60.000000,1,6.320000,2.587972,0.000000,11.000000,7.560000,3.430219,43.280000,10.766689,0,0,69.564370
5,5,0,rejected,assert_connectivity,60.000000,1,5.920000,2.415285,0.000000,12.000000,6.920000,4.039010,39.840000,12.485768,0,0,61.863788
6,6,0,rejected,assert_connectivity,60.000000,1,6.440000,3.131517,1.000000,13.000000,7.360000,4.385248,40.000000,12.000000,0,0,60.352771
7,7,0,accepted,none,0.000000,1,7.760000,3.355950,1.000000,14.000000,9.600000,4.237924,49.000000,0.000000,50,0,61.335085
8,8,0,accepted,none,0.000000,1,5.400000,1.907878,2.000000,9.000000,5.880000,2.294690,49.000000,0.000000,50,0,62.675655
9,9,0,accepted,none,0.000000,1,5.680000,2.130164,2.000000,9.000000,6.160000,2.802570,49.000000,0.000000,50,0,59.408642
10,10,0,rejected,assert_connectivity,60.000000,1,5.640000,2.496077,0.000000,10.000000,7.560000,3.516589,47.040000,6.720000,0,0,73.541554
11,11,0,rejected,assert_connectivity,60.000000,1,7.200000,3.826225,1.000000,16.000000,9.160000,5.703893,40.000000,12.000000,0,0,63.169865
12,12,0,accepted,none,0.000000,1,5.640000,2.755068,1.000000,11.000000,7.520000,3.232584,49.000000,0.000000,50,0,82.711918
13,13,0,rejected,too_close,60.000000,1,5.920000,2.373521,1.000000,10.000000,8.720000,4.400182,49.000000,0.000000,50,1,74.163121
14,14,0,rejected,assert_connectivity,60.000000,1,4.840000,2.138785,0.000000,9.000000,5.360000,3.284874,41.520000,11.803796,0,0,69.274817
15,15,0,rejected,assert_connectivity,60.000000,1,5.320000,1.815930,1.000000,9.000000,6.960000,3.841666,41.640000,11.394314,0,0,64.005092
16,16,0,rejected,too_close,60.000000,1,5.640000,2.567177,1.000000,12.000000,7.240000,3.530212,49.000000,0.000000,50,0,67.852884
17,17,0,rejected,assert_connectivity,60.000000,1,5.920000,2.711752,0.000000,10.000000,6.880000,3.575696,47.040000,6.720000,0,0,60.415488
18,18,0,accepted,none,0.000000,1,6.800000,3.046309,1.000000,13.000000,9.760000,4.072149,49.000000,0.000000,50,0,52.704149
19,19,0,rejected,assert_connectivity,60.000000,1,5.680000,2.730861,1.000000,12.000000,5.960000,4.093702,30.640000,13.860390,0,0,76.141612
20,20,0,rejected,assert_connectivity,60.000000,1,5.440000,2.325167,1.000000,10.000000,6.880000,3.203998,45.160000,9.014122,0,0,67.777051
21,21,0,rejected,assert_connectivity,60.000000,1,6.600000,2.877499,0.000000,12.000000,8.960000,4.560526,47.040000,6.720000,0,1,72.293897
22,22,0,rejected,assert_connectivity,60.000000,1,5.280000,1.732513,2.000000,9.000000,5.120000,3.845205,36.960000,12.491533,0,0,59.870205
23,23,0,rejected,assert_connectivity,60.000000,1,6.400000,3.655133,0.000000,13.000000,7.800000,4.857983,47.040000,6.720000,0,0,80.551743
24,24,0,accepted,none,0.000000,1,5.640000,2.287007,2.000000,10.000000,7.080000,3.260920,49.000000,0.000000,50,0,69.415490
25,25,0,rejected,assert_connectivity,60.000000,1,6.360000,3.333227,0.000000,13.000000,10.080000,4.824272,45.120000,9.210081,0,0,72.417177
26,26,0,rejected,assert_connectivity,60.000000,1,5.600000,2.323790,0.000000,12.000000,7.920000,4.288776,47.040000,6.720000,0,1,65.489310
27,27,0,rejected,assert_connectivity,60.000000,1,7.520000,2.765791,0.000000,12.000000,8.800000,4.911212,47.040000,6.720000,0,0,56.153673
28,28,0,accepted,none,0.000000,1,5.040000,1.720000,2.000000,9.000000,6.920000,3.097354,49.000000,0.000000,50,0,64.280876
29,29,0,rejected,assert_connectivity,60.000000,1,6.400000,3.826225,0.000000,14.000000,7.560000,4.181674,41.520000,11.803796,0,0,62.742349
30,30,0,rejected,assert_connectivity,60.000000,1,7.000000,4.147288,0.000000,14.000000,7.800000,3.908964,47.040000,6.720000,0,0,63.616309
31,31,0,accepted,none,0.000000,1,6.280000,2.623280,1.000000,12.000000,9.240000,3.728592,49.000000,0.000000,50,0,64.259098
32,32,0,rejected,assert_connectivity,60.000000,1,6.040000,2.576509,0.000000,11.000000,8.400000,3.382307,47.040000,6.720000,0,1,66.097699
33,33,0,rejected,assert_connectivity,60.000000,1,5.440000,2.255305,2.000000,10.000000,5.960000,3.504055,41.640000,11.394314,0,0,62.097532
34,34,0,rejected,assert_connectivity,60.000000,1,6.200000,3.206244,0.000000,13.000000,7.680000,4.211603,43.280000,10.766689,0,0,65.010611
35,35,0,accepted,none,0.000000,1,5.440000,1.790642,1.000000,9.000000,7.240000,3.403293,49.000000,0.000000,50,0,68.442699
36,36,0,rejected,assert_connectivity,60.000000,1,5.520000,2.325855,0.000000,10.000000,6.640000,3.553927,47.040000,6.720000,0,0,64.198608
37,37,0,rejected,assert_connectivity,60.000000,1,6.320000,3.114097,0.000000,13.000000,7.720000,3.815966,47.040000,6.720000,0,0,69.200593
38,38,0,rejected,assert_connectivity,60.000000,1,6.320000,3.775924,1.000000,14.000000,8.520000,5.235418,34.760000,14.303230,0,0,61.005326
39,39,0,rejected,assert_connectivity,60.000000,1,5.720000,2.835771,2.000000,12.000000,6.760000,3.886181,43.360000,10.449421,0,0,54.549577
40,40,0,rejected,assert_connectivity,60.000000,1,6.200000,2.856571,0.000000,12.000000,7.480000,3.689119,47.040000,6.720000,0,0,71.156393
41,41,0,rejected,assert_connectivity,60.000000,1,5.840000,2.516823,0.000000,11.000000,8.080000,3.814918,47.040000,6.720000,0,0,66.974039
42,42,0,accepted,none,0.000000,1,6.320000,3.838958,1.000000,15.000000,7.720000,3.990188,49.000000,0.000000,50,0,69.118422
43,43,0,accepted,none,0.000000,1,5.240000,1.691863,1.000000,9.000000,6.880000,3.362380,49.000000,0.000000,50,0,61.361878
44,44,0,rejected,too_close,60.000000,1,6.320000,2.935575,1.000000,12.000000,9.560000,4.459417,49.000000,0.000000,50,0,70.877896
45,45,0,accepted,none,0.000000,1,5.480000,2.109407,1.000000,9.000000,5.400000,3.364521,49.000000,0.000000,50,0,65.498329
46,46,0,rejected,assert_connectivity,60.000000,1,7.960000,3.649438,1.000000,13.000000,8.160000,5.304187,29.680000,13.088071,0,0,68.962505
47,47,0,accepted,none,0.000000,1,6.600000,3.394113,2.000000,15.000000,7.920000,4.175356,49.000000,0.000000,50,0,61.640106
48,48,0,rejected,assert_connectivity,60.000000,1,6.080000,2.504716,1.000000,11.000000,5.880000,3.326500,40.000000,12.000000,0,0,56.377756
49,49,0,accepted,none,0.000000,1,6.720000,3.006925,2.000000,12.000000,9.280000,4.626186,49.000000,0.000000,50,0,58.593798
50,50,0,rejected,assert_connectivity,60.000000,1,7.400000,3.280244,0.000000,14.000000,7.240000,3.265333,47.040000,6.720000,0,0,58.669209
51,51,0,rejected,assert_connectivity,60.000000,1,6.080000,3.084412,0.000000,11.000000,8.440000,3.430219,47.040000,6.720000,0,0,69.601296
52,52,0,rejected,assert_connectivity,60.000000,1,5.200000,1.928730,1.000000,9.000000,5.240000,3.301878,45.160000,9.014122,0,0,66.559193
53,53,0,rejected,too_close,60.000000,1,4.920000,1.831284,1.000000,9.000000,4.640000,1.926240,49.000000,0.000000,50,1,66.286517
54,54,0,rejected,assert_connectivity,60.000000,1,5.880000,2.754197,1.000000,11.000000,7.280000,3.498800,39.760000,12.720943,0,0,56.796110
55,55,0,rejected,assert_connectivity,60.000000,1,5.960000,3.130240,0.000000,12.000000,6.120000,3.010913,47.040000,6.720000,0,0,66.383344
56,56,0,accepted,none,0.000000,1,5.480000,2.146998,1.000000,11.000000,7.040000,3.123844,49.000000,0.000000,50,0,69.155011
57,57,0,rejected,assert_connectivity,60.000000,1,5.760000,2.990385,1.000000,12.000000,6.880000,3.922448,43.360000,10.449421,0,0,67.725698
58,58,0,rejected,assert_connectivity,60.000000,1,6.640000,2.733203,2.000000,11.000000,8.880000,4.087248,43.360000,10.449421,0,1,69.882854
59,59,0,rejected,assert_connectivity,60.000000,1,5.360000,2.674023,1.000000,13.000000,5.720000,3.124356,43.360000,10.449421,0,0,63.621257
60,60,0,rejected,assert_connectivity,60.000000,1,5.560000,1.920000,0.000000,9.000000,7.760000,2.949983,47.040000,6.720000,0,0,74.793491
61,61,0,rejected,assert_connectivity,60.000000,1,5.920000,2.855451,1.000000,12.000000,6.120000,3.462023,45.160000,9.014122,0,0,66.383779
62,62,0,accepted,none,0.000000,1,6.200000,2.727636,1.000000,12.000000,7.720000,2.705846,49.000000,0.000000,50,0,70.003345
63,63,0,accepted,none,0.000000,1,7.480000,3.287796,1.000000,16.000000,9.520000,4.040990,49.000000,0.000000,50,0,60.548096
64,64,0,accepted,none,0.000000,1,5.960000,1.938659,2.000000,10.000000,7.360000,3.374967,49.000000,0.000000,50,0,60.429171
65,65,0,accepted,none,0.000000,1,6.000000,1.833030,2.000000,11.000000,7.800000,2.771281,49.000000,0.000000,50,0,62.065294
66,66,0,accepted,none,0.000000,1,5.480000,2.183941,2.000000,11.000000,6.520000,3.694537,49.000000,0.000000,50,0,62.923717
67,67,0,accepted,none,0.000000,1,6.440000,2.736129,1.000000,12.000000,9.800000,3.622154,49.000000,0.000000,50,0,61.771808
68,68,0,rejected,assert_connectivity,60.000000,1,6.880000,3.043945,1.000000,12.000000,9.880000,4.541542,41.640000,11.394314,0,0,64.328026
69,69,0,rejected,assert_connectivity,60.000000,1,6.400000,3.352611,1.000000,14.000000,8.000000,4.882622,41.640000,11.394314,0,0,66.458013
70,70,0,rejected,too_close,60.000000,1,6.240000,2.565619,2.000000,12.000000,7.840000,4.323702,49.000000,0.000000,50,0,64.563683
71,71,0,rejected,assert_connectivity,60.000000,1,5.960000,2.966210,1.000000,11.000000,7.760000,3.797684,45.160000,9.014122,0,0,61.854177
72,72,0,rejected,assert_connectivity,60.000000,1,5.960000,2.925474,2.000000,16.000000,6.800000,3.867816,43.360000,10.449421,0,0,60.700005
73,73,0,accepted,none,0.000000,1,5.320000,1.933287,1.000000,10.000000,7.200000,3.566511,49.000000,0.000000,50,0,67.251183
74,74,0,rejected,assert_connectivity,60.000000,1,7.560000,3.225895,1.000000,14.000000,7.240000,3.987781,45.160000,9.014122,0,1,57.824896
75,75,0,accepted,none,0.000000,1,6.400000,2.374868,1.000000,12.000000,6.720000,3.555503,49.000000,0.000000,50,0,68.552714
76,76,0,rejected,assert_connectivity,60.000000,1,8.000000,4.004997,0.000000,16.000000,9.800000,4.390900,47.040000,6.720000,0,0,69.143222
77,77,0,accepted,none,0.000000,1,6.640000,3.290957,2.000000,13.000000,7.520000,3.945833,49.000000,0.000000,50,0,62.828355
78,78,0,rejected,too_close,60.000000,1,6.160000,2.361017,1.000000,12.000000,7.720000,4.064677,49.000000,0.000000,50,0,62.870062
79,79,0,rejected,assert_connectivity,60.000000,1,6.480000,3.176413,0.000000,13.000000,7.440000,3.645051,27.440000,10.176758,0,0,69.610297
80,80,0,accepted,none,0.000000,1,5.720000,2.315513,1.000000,10.000000,6.960000,3.714620,49.000000,0.000000,50,0,63.343192
81,81,0,rejected,too_close,60.000000,1,6.200000,2.675818,1.000000,13.000000,9.320000,3.663004,49.000000,0.000000,50,0,63.403951
82,82,0,accepted,none,0.000000,1,5.760000,1.849973,2.000000,10.000000,6.640000,3.321205,49.000000,0.000000,50,0,68.657185
83,83,0,rejected,too_close,60.000000,1,5.680000,2.866636,1.000000,12.000000,8.520000,3.869057,49.000000,0.000000,50,1,68.544363
84,84,0,accepted,none,0.000000,1,6.360000,3.090372,1.000000,12.000000,8.960000,4.209323,49.000000,0.000000,50,0,68.792261
85,85,0,rejected,assert_connectivity,60.000000,1,6.760000,2.596613,1.000000,12.000000,8.520000,3.628994,41.640000,11.394314,0,0,61.135107
86,86,0,rejected,assert_connectivity,60.000000,1,5.640000,2.582712,0.000000,12.000000,5.960000,3.286092,43.280000,10.766689,0,0,65.570306
87,87,0,rejected,assert_connectivity,60.000000,1,5.440000,2.021485,0.000000,9.000000,6.720000,2.727930,47.040000,6.720000,0,0,66.677249
88,88,0,rejected,too_close,60.000000,1,5.480000,1.951820,2.000000,10.000000,7.440000,3.060457,49.000000,0.000000,50,0,67.008718
89,89,0,rejected,assert_connectivity,60.000000,1,6.640000,3.005062,0.000000,12.000000,8.360000,4.564033,43.280000,10.766689,0,0,65.824913
90,90,0,rejected,assert_connectivity,60.000000,1,6.240000,2.909020,1.000000,12.000000,8.840000,4.679145,36.960000,12.491533,0,0,65.909676
91,91,0,rejected,assert_connectivity,60.000000,1,6.360000,2.364403,1.000000,11.000000,6.320000,3.139682,34.240000,12.293999,0,0,55.765248
92,92,0,rejected,assert_connectivity,60.000000,1,7.080000,3.697783,1.000000,16.000000,9.280000,4.866374,45.160000,9.014122,0,0,64.795529
93,93,0,rejected,assert_connectivity,60.000000,1,5.120000,1.850838,2.000000,10.000000,7.320000,4.096047,38.440000,12.348538,0,0,67.477789
94,94,0,accepted,none,0.000000,1,5.720000,2.172924,1.000000,10.000000,7.640000,3.185969,49.000000,0.000000,50,0,70.556125
95,95,0,accepted,none,0.000000,1,6.840000,2.248199,2.000000,11.000000,7.560000,3.476550,49.000000,0.000000,50,0,59.630239
96,96,0,rejected,too_close,60.000000,1,5.560000,2.108649,2.000000,11.000000,5.360000,2.791129,49.000000,0.000000,50,0,68.744609
97,97,0,rejected,assert_connectivity,60.000000,1,6.760000,2.846471,0.000000,12.000000,7.840000,3.822878,43.280000,10.766689,0,0,57.997631
98,98,0,rejected,assert_connectivity,60.000000,1,6.360000,2.833796,1.000000,12.000000,9.480000,4.665790,45.160000,9.014122,0,0,58.665270
99,99,0,rejected,too_close,60.000000,1,7.160000,2.975634,1.000000,12.000000,8.240000,4.037623,49.000000,0.000000,50,1,63.617703
100,100,0,rejected,assert_connectivity,60.000000,1,6.400000,2.569047,0.000000,12.000000,8.160000,3.300667,45.120000,9.210081,0,0,68.951738
101,101,0,accepted,none,0.000000,1,5.600000,2.481935,2.000000,11.000000,7.280000,4.118446,49.000000,0.000000,50,0,70.301750
102,102,0,rejected,assert_connectivity,60.000000,1,6.240000,2.510458,1.000000,11.000000,7.040000,3.560674,27.880000,11.566573,0,0,65.626788
103,103,0,rejected,too_close,60.000000,1,7.040000,2.959459,2.000000,14.000000,8.200000,3.934463,49.000000,0.000000,50,1,62.610588
104,104,0,rejected,assert_connectivity,60.000000,1,6.720000,2.408651,1.000000,11.000000,7.640000,3.887210,40.000000,12.000000,0,0,68.679674
105,105,0,accepted,none,0.000000,1,5.960000,1.875740,2.000000,11.000000,7.760000,3.190987,49.000000,0.000000,50,0,63.721762
106,106,0,rejected,assert_connectivity,60.000000,1,5.840000,2.452427,0.000000,11.000000,6.800000,2.905168,47.040000,6.720000,0,0,64.662020
107,107,0,accepted,none,0.000000,1,5.280000,1.497197,2.000000,8.000000,7.640000,3.109727,49.000000,0.000000,50,0,71.378178
108,108,0,rejected,assert_connectivity,60.000000,1,5.720000,2.764344,1.000000,11.000000,7.360000,4.389806,40.000000,12.000000,0,0,63.664081
109,109,0,accepted,none,0.000000,1,6.160000,2.138785,1.000000,10.000000,6.600000,2.078461,49.000000,0.000000,50,0,66.349984
110,110,0,accepted,none,0.000000,1,6.040000,2.382939,1.000000,10.000000,7.680000,3.460867,49.000000,0.000000,50,0,70.830452
111,111,0,accepted,none,0.000000,1,5.440000,2.325167,2.000000,11.000000,5.720000,2.814534,49.000000,0.000000,50,0,69.332652
112,112,0,rejected,assert_connectivity,60.000000,1,6.280000,3.328904,1.000000,13.000000,7.640000,4.702170,41.640000,11.394314,0,0,64.512305
113,113,0,accepted,none,0.000000,1,6.040000,2.720000,1.000000,10.000000,8.360000,4.053443,49.000000,0.000000,50,0,73.930426
114,114,0,rejected,assert_connectivity,60.000000,1,6.800000,3.340659,1.000000,15.000000,7.280000,4.059754,28.000000,9.165151,0,0,67.674124
115,115,0,rejected,assert_connectivity,60.000000,1,6.560000,2.677013,0.000000,12.000000,8.160000,4.201714,47.040000,6.720000,0,0,69.621568
116,116,0,accepted,none,0.000000,1,5.720000,2.638484,1.000000,11.000000,7.720000,3.175154,49.000000,0.000000,50,0,77.423464
117,117,0,rejected,assert_connectivity,60.000000,1,5.360000,2.330322,1.000000,11.000000,6.600000,3.959798,25.360000,9.568197,0,0,54.304852
118,118,0,rejected,assert_connectivity,60.000000,1,7.400000,4.204759,0.000000,15.000000,8.200000,4.156922,47.040000,6.720000,0,0,63.483322
119,119,0,accepted,none,0.000000,1,6.160000,2.540551,1.000000,10.000000,7.200000,3.810512,49.000000,0.000000,50,0,60.025026
120,120,0,rejected,assert_connectivity,60.000000,1,4.920000,2.207623,1.000000,9.000000,6.200000,3.249615,45.160000,9.014122,0,0,62.574099
121,121,0,rejected,assert_connectivity,60.000000,1,5.720000,2.416940,0.000000,10.000000,5.880000,2.746926,43.280000,10.766689,0,0,63.090672
122,122,0,accepted,none,0.000000,1,6.160000,2.013554,1.000000,10.000000,8.600000,3.655133,49.000000,0.000000,50,0,62.590349
123,123,0,rejected,assert_connectivity,60.000000,1,6.120000,2.620229,0.000000,12.000000,7.320000,3.523862,23.840000,5.547468,0,1,70.456550
124,124,0,rejected,assert_connectivity,60.000000,1,6.160000,3.431385,0.000000,14.000000,6.320000,3.568977,47.040000,6.720000,0,0,61.386282
125,125,0,accepted,none,0.000000,1,6.320000,1.901999,2.000000,10.000000,6.640000,3.192241,49.000000,0.000000,50,0,60.054965
126,126,0,rejected,assert_connectivity,60.000000,1,7.120000,2.303389,0.000000,13.000000,6.720000,3.292659,47.040000,6.720000,0,0,53.338496
127,127,0,rejected,assert_connectivity,60.000000,1,6.920000,2.869425,1.000000,12.000000,8.160000,3.926118,43.360000,10.449421,0,0,65.549784
128,128,0,rejected,assert_connectivity,60.000000,1,5.600000,2.457641,1.000000,11.000000,6.000000,3.852272,41.640000,11.394314,0,0,61.999491
129,129,0,accepted,none,0.000000,1,7.080000,3.676085,2.000000,14.000000,8.560000,4.796499,49.000000,0.000000,50,0,59.743417
130,130,0,rejected,assert_connectivity,60.000000,1,5.400000,2.068816,0.000000,9.000000,7.520000,3.281707,47.040000,6.720000,0,0,67.668853
131,131,0,rejected,assert_connectivity,60.000000,1,6.320000,3.361190,0.000000,13.000000,7.680000,4.953544,39.680000,12.960617,0,0,60.221468
132,132,0,accepted,none,0.000000,1,6.520000,2.308593,2.000000,10.000000,7.880000,2.936937,49.000000,0.000000,50,0,58.859912
133,133,0,rejected,assert_connectivity,60.000000,1,5.160000,2.500880,1.000000,9.000000,6.440000,3.847909,24.080000,8.076732,0,0,65.609845
134,134,0,rejected,assert_connectivity,60.000000,1,5.520000,2.273675,0.000000,10.000000,7.800000,4.166533,47.040000,6.720000,0,0,71.324389
135,135,0,rejected,assert_connectivity,60.000000,1,7.600000,4.582576,1.000000,16.000000,10.640000,5.034918,43.360000,10.449421,0,0,72.158465
136,136,0,rejected,assert_connectivity,60.000000,1,6.440000,3.389159,1.000000,12.000000,7.640000,3.871744,28.880000,12.125411,0,0,56.382543
137,137,0,rejected,too_close,60.000000,1,6.120000,2.930119,1.000000,12.000000,8.640000,4.279065,49.000000,0.000000,50,1,68.858803
138,138,0,rejected,assert_connectivity,60.000000,1,6.280000,2.646054,0.000000,11.000000,7.840000,4.225447,47.040000,6.720000,0,0,74.540547
139,139,0,rejected,assert_connectivity,60.000000,1,5.840000,2.361017,0.000000,10.000000,7.120000,4.135892,45.120000,9.210081,0,0,67.802664
140,140,0,rejected,assert_connectivity,60.000000,1,7.440000,2.987708,0.000000,13.000000,10.800000,4.833218,47.040000,6.720000,0,0,59.225095
141,141,0,accepted,none,0.000000,1,6.240000,2.588899,2.000000,11.000000,8.800000,3.741657,49.000000,0.000000,50,0,67.707363
142,142,0,rejected,assert_connectivity,60.000000,1,5.560000,2.546841,0.000000,10.000000,6.760000,4.072149,29.120000,14.038006,0,0,68.247221
143,143,0,rejected,assert_connectivity,60.000000,1,5.680000,2.167395,0.000000,11.000000,7.200000,3.364521,47.040000,6.720000,0,0,70.099789
144,144,0,rejected,assert_connectivity,60.000000,1,6.600000,3.334666,1.000000,12.000000,7.400000,3.704052,34.240000,12.293999,0,0,58.249438
145,145,0,rejected,too_close,60.000000,1,6.600000,2.705550,1.000000,11.000000,8.920000,4.058768,49.000000,0.000000,50,0,67.672909
146,146,0,rejected,assert_connectivity,60.000000,1,5.760000,2.573402,1.000000,12.000000,6.920000,3.820157,45.160000,9.014122,0,0,59.606363
147,147,0,rejected,too_close,60.000000,1,5.320000,2.327574,1.000000,9.000000,6.480000,3.389631,49.000000,0.000000,50,1,68.753552
148,148,0,accepted,none,0.000000,1,5.480000,2.193080,1.000000,10.000000,4.040000,2.449163,49.000000,0.000000,50,0,66.435301
149,149,0,rejected,assert_connectivity,60.000000,1,5.880000,2.346402,1.000000,11.000000,7.560000,4.133570,45.160000,9.014122,0,0,63.859051
150,150,0,rejected,assert_connectivity,60.000000,1,6.640000,3.485742,0.000000,14.000000,8.920000,4.376483,43.280000,10.766689,0,0,61.415715
151,151,0,accepted,none,0.000000,1,6.040000,2.560937,2.000000,11.000000,7.640000,3.537004,49.000000,0.000000,50,0,70.897925
152,152,0,accepted,none,0.000000,1,6.120000,2.717646,1.000000,10.000000,6.360000,2.688940,49.000000,0.000000,50,0,66.794153
153,153,0,rejected,too_close,60.000000,1,6.680000,3.414323,1.000000,13.000000,8.720000,3.815966,49.000000,0.000000,50,0,68.008858
154,154,0,accepted,none,0.000000,1,5.400000,2.262742,2.000000,12.000000,6.360000,2.543698,49.000000,0.000000,50,0,59.617021
155,155,0,rejected,assert_connectivity,60.000000,1,6.360000,2.242855,2.000000,12.000000,6.560000,3.527946,30.760000,11.104161,0,0,56.607693
156,156,0,rejected,too_close,60.000000,1,6.080000,2.331008,1.000000,11.000000,6.840000,3.716773,49.000000,0.000000,50,0,63.343170
157,157,0,accepted,none,0.000000,1,6.200000,2.912044,1.000000,12.000000,7.960000,3.676738,49.000000,0.000000,50,0,59.386813
158,158,0,rejected,too_close,60.000000,1,5.840000,2.618091,1.000000,12.000000,6.360000,3.141719,49.000000,0.000000,50,0,70.456019
159,159,0,rejected,assert_connectivity,60.000000,1,6.280000,3.417836,1.000000,13.000000,8.160000,4.759664,45.160000,9.014122,0,0,64.488870
160,160,0,rejected,too_close,60.000000,1,5.880000,2.094182,2.000000,11.000000,6.400000,2.918904,49.000000,0.000000,50,0,68.140354
161,161,0,rejected,assert_connectivity,60.000000,1,6.560000,2.757970,1.000000,13.000000,8.640000,4.194091,45.160000,9.014122,0,0,59.692428
162,162,0,rejected,assert_connectivity,60.000000,1,6.600000,3.515679,0.000000,14.000000,6.600000,3.633180,47.040000,6.720000,0,1,66.981522
163,163,0,rejected,assert_connectivity,60.000000,1,7.240000,3.432550,0.000000,14.000000,9.000000,5.023943,47.040000,6.720000,0,0,64.315868
164,164,0,accepted,none,0.000000,1,5.640000,1.797331,1.000000,9.000000,7.680000,2.887490,49.000000,0.000000,50,0,74.065114
165,165,0,rejected,too_close,60.000000,1,7.600000,4.171331,1.000000,16.000000,9.960000,4.732695,49.000000,0.000000,50,0,64.495820
166,166,0,rejected,assert_connectivity,60.000000,1,5.880000,2.006390,0.000000,10.000000,4.440000,3.163289,33.920000,13.010519,0,0,60.504739
167,167,0,accepted,none,0.000000,1,6.040000,2.199636,2.000000,12.000000,8.960000,2.712637,49.000000,0.000000,50,0,68.749081
168,168,0,rejected,assert_connectivity,60.000000,1,7.760000,3.886181,0.000000,17.000000,10.640000,6.127838,38.240000,12.900481,0,0,65.739882
169,169,0,rejected,assert_connectivity,60.000000,1,6.160000,2.309632,0.000000,10.000000,5.240000,3.140446,47.040000,6.720000,0,0,69.259780
170,170,0,accepted,none,0.000000,1,5.520000,2.291201,1.000000,10.000000,7.880000,3.216458,49.000000,0.000000,50,0,66.931946
171,171,0,accepted,none,0.000000,1,5.120000,1.840000,1.000000,9.000000,5.200000,2.154066,49.000000,0.000000,50,0,72.612127
172,172,0,accepted,none,0.000000,1,6.120000,2.739635,1.000000,12.000000,10.240000,4.154804,49.000000,0.000000,50,0,66.168328
173,173,0,rejected,assert_connectivity,60.000000,1,6.120000,3.241234,1.000000,14.000000,7.840000,3.807151,28.000000,9.165151,0,0,58.083493
174,174,0,accepted,none,0.000000,1,6.640000,2.747799,1.000000,12.000000,8.280000,3.810722,49.000000,0.000000,50,0,61.157875
175,175,0,rejected,assert_connectivity,60.000000,1,5.280000,1.755449,2.000000,9.000000,6.320000,3.802315,43.360000,10.449421,0,0,61.194640
176,176,0,rejected,assert_connectivity,60.000000,1,6.240000,2.680000,1.000000,11.000000,5.280000,4.094093,26.800000,13.249906,0,0,67.723924
177,177,0,accepted,none,0.000000,1,5.840000,2.157406,1.000000,10.000000,6.240000,4.052456,49.000000,0.000000,50,0,58.532355
178,178,0,rejected,assert_connectivity,60.000000,1,5.160000,1.993590,2.000000,10.000000,6.800000,3.316625,41.640000,11.394314,0,0,60.595178
179,179,0,rejected,assert_connectivity,60.000000,1,6.640000,3.160759,0.000000,13.000000,8.560000,4.350448,47.040000,6.720000,0,0,66.574402
180,180,0,rejected,assert_connectivity,60.000000,1,5.960000,2.712637,1.000000,11.000000,5.680000,2.656614,45.160000,9.014122,0,0,60.550461
181,181,0,rejected,assert_connectivity,60.000000,1,5.920000,2.904066,0.000000,11.000000,6.920000,3.610208,47.040000,6.720000,0,0,72.151560
182,182,0,rejected,assert_connectivity,60.000000,1,6.000000,1.897367,2.000000,11.000000,6.840000,3.233326,34.240000,12.293999,0,0,68.701953
183,183,0,rejected,assert_connectivity,60.000000,1,5.800000,2.424871,1.000000,10.000000,7.960000,3.836457,40.000000,12.000000,0,0,69.475080
184,184,0,rejected,assert_connectivity,60.000000,1,5.160000,2.081922,0.000000,10.000000,5.320000,3.036050,43.280000,10.766689,0,0,66.754423
185,185,0,rejected,assert_connectivity,60.000000,1,5.360000,2.703775,0.000000,11.000000,7.080000,4.227718,38.240000,12.900481,0,0,67.937550
186,186,0,rejected,too_close,60.000000,1,5.560000,2.507269,1.000000,11.000000,6.560000,3.225895,49.000000,0.000000,50,1,71.245423
187,187,0,rejected,assert_connectivity,60.000000,1,6.720000,3.532931,1.000000,14.000000,7.320000,4.973691,38.120000,13.219138,0,0,66.106839
188,188,0,accepted,none,0.000000,1,7.360000,3.333227,1.000000,14.000000,9.240000,4.917560,49.000000,0.000000,50,0,60.765970
189,189,0,rejected,too_close,60.000000,1,6.400000,2.473863,1.000000,12.000000,6.560000,3.666933,49.000000,0.000000,50,1,65.773974
190,190,0,rejected,assert_connectivity,60.000000,1,6.080000,3.018874,1.000000,13.000000,6.480000,3.365947,43.360000,10.449421,0,0,61.781853
191,191,0,accepted,none,0.000000,1,6.200000,2.537716,1.000000,12.000000,7.640000,4.013776,49.000000,0.000000,50,0,57.517722
192,192,0,rejected,too_close,60.000000,1,6.520000,2.815955,1.000000,14.000000,8.600000,4.440721,49.000000,0.000000,50,0,67.505718
193,193,0,accepted,none,0.000000,1,6.640000,2.819645,2.000000,13.000000,9.440000,4.903713,49.000000,0.000000,50,0,63.796141
